Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),ZONE1:Zone People Number Of Occupants [](Hourly),ZONE1:Zone People Total Heat Gain [J](Hourly),ZONE1:Zone Window Heat Gain[W](Hourly),ZONE1:Zone Window Heat Loss[W](Hourly),ZONE1:Zone Transmitted Solar Energy[J](Hourly),ZONE1_FACE_1_WINDOW_1:Window Transmitted Beam Solar [W](Hourly),ZONE1_FACE_1_WINDOW_1:Window Heat Gain [W](Hourly),ZONE1_FACE_1_WINDOW_1:Window Heat Loss [W](Hourly),ZONE1:Zone Mean Radiant Temperature [C](Hourly),ZONE1:Zone Mean Air Temperature [C](Hourly),ZONE1:Zone Operative Temperature [C](Hourly)
 10/01  07:00:00,13.9,2.7875,0.74322432,321072.90624,0,84.2286818579,37868.8987189009,0,0,28.3247858713,20.2969788851,21.9999999955,21.1484894403
 10/01  08:00:00,14.2125,3.5375,1.48644864,642145.812480001,0,51.6991994636,109189.720900175,0,0,16.8154798908,20.4578416687,22,21.2289208343
 10/01  09:00:00,14.4,3.475,7.06063104,3050192.60928,1.6351783995,8.3061344767,201436.779521457,0,1.0702869652,2.0216996187,20.6916243095,22,21.3458121548
 10/01  10:00:00,14.4,4.0375,7.06063104,3050192.60928,28.9301926098,0,294249.236622112,0,11.9770830276,0,20.8279142989,22,21.4139571494
 10/01  11:00:00,14.775,4.2875,7.06063104,3050192.60928,72.1945769497,0,390401.612230448,0,28.3563533126,0,20.9562241586,22,21.4781120793
 10/01  12:00:00,15,5.1,7.06063104,3050192.60928,95.5011103412,0,445862.492598729,0,38.0457042161,0,21.0690972099,22,21.5345486049
 10/01  13:00:00,15,5.0125,3.7161216,1605364.5312,129.2856952227,0,539748.207563378,0,53.100217124,0,21.133907549,22,21.5669537745
 10/01  14:00:00,15.375,4.6,7.06063104,3050192.60928,141.0083999463,0,548752.819359728,0,55.5955614256,0,21.2760015101,22,21.638000755
 10/01  15:00:00,15.225,5.2875,7.06063104,3050192.60928,115.3155638275,0,495743.532076313,0,42.5837635928,0,21.349551796,22,21.674775898
 10/01  16:00:00,15.375,6.0125,7.06063104,3050192.60928,93.4418743697,0,438193.226919812,0,34.6046426338,0,21.4055048879,22,21.702752444
 10/01  17:00:00,14.85,6.5125,7.06063104,3050192.60928,24.0319834734,5.6757783463,272542.339843503,0,9.6682707335,1.4527885994,21.3955949543,22,21.6977974771
 10/01  18:00:00,14.4,5.7625,5.20257024,2247510.34368,0,81.1365936178,44429.3916708971,0,0,27.0696014979,21.2858514992,22,21.6429257496
 10/01  19:00:00,14.4,5.5125,2.97289728,1284291.62496,0,100.4852494707,0,0,0,34.0296642208,21.1809295811,22,21.5904647905
 10/01  20:00:00,14.4,5.7,2.97289728,1284291.62496,0,75.3679955029,0,0,0,25.4084727501,19.9427411575,16.3899435347,18.1663423461
 10/01  21:00:00,14.4,6.6375,0.74322432,321072.90624,0,66.0141036145,0,0,0,22.2960386356,19.3384967683,17.397762683,18.3681297256
 10/01  22:00:00,14.4,7.2,0.74322432,321072.90624,0,66.3439238883,0,0,0,22.4197052899,19.2082402472,17.3685129862,18.2883766167
 10/01  23:00:00,14.4,7.2,0.37161216,160536.45312,0,66.5864123401,0,0,0,22.5212962657,19.1165214669,17.7657299691,18.441125718
 10/01  24:00:00,14.4,5.95,0.37161216,160536.45312,0,66.3529205412,0,0,0,22.4507299386,19.0512279948,17.7386231737,18.3949255842
 10/02  01:00:00,14.4,4.2,0,0,0,67.7098406914,0,0,0,22.935263656,19.1055197335,18.509087589,18.8073036612
 10/02  02:00:00,14.4,4.225,0,0,0,69.8774569357,0,0,0,23.6664529773,19.1861737307,18.67842257,18.9322981504
 10/02  03:00:00,14.4,4.975,0,0,0,70.0005221237,0,0,0,23.7039894373,19.1755608901,18.6717988673,18.9236798787
 10/02  04:00:00,14.4,3.8875,0,0,0,69.3629636666,0,0,0,23.4950460276,19.1485430059,18.6490194138,18.8987812098
 10/02  05:00:00,14.4,2.1,0,0,0,70.9218116508,0,0,0,24.0908264353,19.1154978219,18.6202513144,18.8678745681
 10/02  06:00:00,14.4,1.875,0,0,0,83.7995891283,0,0,0,28.5080106036,19.7395062319,21.9757518111,20.8576290215
 10/02  07:00:00,14.775,2.1,0.74322432,321072.90624,20.8230374086,37.8640752086,169391.357351795,1.3820208866,3.4237525297,14.6648702891,20.2329123121,21.999999995,21.1164561536
 10/02  08:00:00,15.6875,3.35,1.48644864,642145.812480001,247.369805688,0,788852.110842554,13.848136406,76.9290949301,0,20.5960331334,22,21.2980165667
 10/02  09:00:00,16.1,5.4125,7.06063104,3050192.60928,317.3436353743,0,952580.616098327,15.7423595637,130.190523717,0,20.9140450864,22,21.4570225432
 10/02  10:00:00,16.7875,6.2,7.06063104,3050192.60928,573.8233978804,0,1568937.34245953,89.5323052963,301.9146320594,0,21.2969673986,22,21.6484836993
 10/02  11:00:00,16.5125,6.5125,7.06063104,3050192.60928,1185.6035486745,0,3090836.30757201,366.8166374808,800.4774667204,0,22.0477432677,22,22.0238716339
 10/02  12:00:00,16.7875,7.325,7.06063104,3050192.60928,1192.9491079276,0,3182593.3588687,549.6864572151,1013.8798498783,0,22.4157305491,22,22.2078652745
 10/02  13:00:00,17.2,8.0125,3.7161216,1605364.5312,1179.2659165302,0,3134137.82255538,572.654155638,1029.0476979558,0,22.6968938805,22,22.3484469403
 10/02  14:00:00,16.8875,9.5125,7.06063104,3050192.60928,713.1370476587,0,1984877.54127047,291.362065214,578.0745272903,0,22.7084274191,22,22.3542137095
 10/02  15:00:00,17.0125,10.6125,7.06063104,3050192.60928,214.8042261899,0,743733.946238049,9.4333974954,93.2262663523,0,22.4394370692,22,22.2197185346
 10/02  16:00:00,16.8875,9.55,7.06063104,3050192.60928,154.414563524,0,597602.919522245,0,56.5393268446,0,22.3403146286,22,22.1701573143
 10/02  17:00:00,16.325,7.4875,7.06063104,3050192.60928,80.5247082699,0,421913.18009209,2.0757532025,31.5998507212,0,22.1511120341,22,22.0755560171
 10/02  18:00:00,15.4125,6.7,5.20257024,2247510.34368,10.9854512809,59.0156255355,134583.495245639,3.6908020252,6.8363150627,18.8547804882,21.8460567531,22,21.9230283765
 10/02  19:00:00,14.625,8.325,2.97289728,1284291.62496,0,111.620939983,0,0,0,38.0098790933,21.5499579048,22,21.7749789524
 10/02  20:00:00,14.0875,8.9875,2.97289728,1284291.62496,0,90.9581794994,0,0,0,30.8611438793,20.1195460787,16.2076090851,18.1635775819
 10/02  21:00:00,13.9,9.425,0.74322432,321072.90624,0,81.7751457268,0,0,0,27.7869531066,19.4107432215,17.2685203259,18.3396317737
 10/02  22:00:00,13.9,10.1125,0.74322432,321072.90624,0,82.8261349848,0,0,0,28.1822470016,19.2202605048,17.20515774,18.2127091224
 10/02  23:00:00,13.525,9.3625,0.37161216,160536.45312,0,87.9187422646,0,0,0,29.9405632909,19.0522667482,17.5075335201,18.2799001342
 10/02  24:00:00,13.3,8.425,0.37161216,160536.45312,0,89.5818283009,0,0,0,30.5289526711,18.8862080036,17.3506409165,18.1184244601
 10/03  01:00:00,12.9875,9.825,0,0,0,95.2755443767,0,0,0,32.4474707517,18.8983405537,18.1925701327,18.5454553432
 10/03  02:00:00,13.1125,9.8625,0,0,0,94.6484496312,0,0,0,32.2303752995,18.9508083362,18.353293097,18.6520507166
 10/03  03:00:00,12.9875,10.2375,0,0,0,96.7963230732,0,0,0,32.9610641187,18.9067635176,18.3115090819,18.6091362997
 10/03  04:00:00,12.8,10.175,0,0,0,97.8888304088,0,0,0,33.3201336129,18.8340987608,18.2285972776,18.5313480192
 10/03  05:00:00,12.8,8.4875,0,0,0,97.6606878004,0,0,0,33.2865934556,18.7705080911,18.1725889953,18.4715485432
 10/03  06:00:00,12.8,9.325,0,0,0,114.3807634005,0,0,0,39.039319298,19.4831932742,21.969238015,20.7262156446
 10/03  07:00:00,13.1125,8.9875,0.74322432,321072.90624,257.8723424188,25.9204563234,899300.134638675,15.5935923872,23.7718071341,11.7671990462,20.2416256656,21.9999999834,21.1208128245
 10/03  08:00:00,13.9875,8.575,1.48644864,642145.812480001,897.3726045008,0,2461957.46545385,114.8412980942,250.5705874565,0,20.9948112014,22,21.4974056007
 10/03  09:00:00,15.15,10.05,7.06063104,3050192.60928,1239.9717341049,0,3262599.50186858,282.8961464957,561.351732161,0,21.6330954771,22,21.8165477386
 10/03  10:00:00,15.9125,11.8,7.06063104,3050192.60928,1325.2230841026,0,3481630.8279291,413.5343797898,796.4602478523,0,22.0033720254,22,22.0016860127
 10/03  11:00:00,16.475,12.7125,7.06063104,3050192.60928,1242.9284035725,0,3272472.45366605,430.5712102455,862.5587965305,0,22.2504218619,22,22.1252109309
 10/03  12:00:00,17.3875,10.3375,7.06063104,3050192.60928,1123.3650243034,0,3010321.62377759,452.809465626,915.2649264537,0,22.4373838051,22,22.2186919025
 10/03  13:00:00,17.8,9.7375,3.7161216,1605364.5312,1156.986838678,0,3077839.46362192,534.3158490152,992.4325353359,0,22.6707241882,22,22.3353620941
 10/03  14:00:00,17.425,10.6125,7.06063104,3050192.60928,713.458178498,0,1972855.35050447,301.879269388,584.153867263,0,22.6383785333,22,22.3191892666
 10/03  15:00:00,17.575,10.4875,7.06063104,3050192.60928,187.0287546828,0,648386.97566736,10.9557804899,85.248431796,0,22.3110145834,22,22.1555072917
 10/03  16:00:00,17.1125,9.9875,7.06063104,3050192.60928,118.5800578212,0,490551.44270017,0,43.9404420161,0,22.1878308693,22,22.0939154347
 10/03  17:00:00,16.325,9.8,7.06063104,3050192.60928,63.6828118282,0,377235.982662995,2.8959082357,25.8705381281,0,22.0165284269,22,22.0082642134
 10/03  18:00:00,15.4125,8.4875,5.20257024,2247510.34368,9.1276514103,61.8664188532,125714.377574674,5.0449657823,6.3966126067,19.9451987733,21.7348533954,22,21.8674266977
 10/03  19:00:00,14.625,7.7,2.97289728,1284291.62496,0,112.8438664572,0,0,0,38.4972672291,21.4540435628,22,21.7270217814
 10/03  20:00:00,14.4,8.3875,2.97289728,1284291.62496,0,88.4971780679,0,0,0,30.0988653421,20.0992732905,16.4133717025,18.2563224965
 10/03  21:00:00,14.0875,7.8,0.74322432,321072.90624,0,84.4984896353,0,0,0,28.8471632295,19.4244067919,17.3448911745,18.3846489832
 10/03  22:00:00,13.9,5.95,0.74322432,321072.90624,0,87.342758763,0,0,0,29.9075171919,19.1766868135,17.1764004495,18.1765436315
 10/03  23:00:00,13.525,4.5125,0.37161216,160536.45312,0,92.1762306667,0,0,0,31.5838085242,18.9936101223,17.4654816274,18.2295458748
 10/03  24:00:00,12.9875,4.7875,0.37161216,160536.45312,0,97.0438212386,0,0,0,33.2148733854,18.7934914535,17.2084674589,18.0009794562
 10/04  01:00:00,12.8,3.575,0,0,0,101.0361422928,0,0,0,34.6315752746,18.7690551316,18.0607420466,18.4148985891
 10/04  02:00:00,12.425,2.6,0,0,0,108.4900128885,0,0,0,37.1699365284,18.7972629472,18.1679411887,18.482602068
 10/04  03:00:00,11.8875,1.9125,0,0,0,114.8776225502,0,0,0,39.3291626178,18.6917438038,18.029953114,18.3608484589
 10/04  04:00:00,11.7,1.875,0,0,0,115.7376589578,0,0,0,39.6211091993,18.5692804639,17.9075959301,18.238438197
 10/04  05:00:00,11.325,1.725,0,0,0,119.6202040955,0,0,0,40.8524252762,18.4433685854,17.7697592108,18.1065638981
 10/04  06:00:00,10.7875,0.5625,0,0,0,141.7640466206,0,0,0,48.4531590944,19.2099836151,21.9621597053,20.5860716602
 10/04  07:00:00,11.2875,0,0.74322432,321072.90624,252.3116309384,32.7188929195,908410.949379867,15.9631513846,21.7349960488,16.1207715708,20.0247198843,21.9999999494,21.0123599168
 10/04  08:00:00,13.075,0.9375,1.48644864,642145.812480001,902.4137760863,0,2464277.54032847,114.1308463852,251.6423282276,0,20.7852507184,21.9999999999,21.3926253592
 10/04  09:00:00,14.9625,0.5625,7.06063104,3050192.60928,1216.8825471121,0,3161360.44441269,264.5163488926,549.2023847139,0,21.3975681484,22,21.6987840742
 10/04  10:00:00,15.9125,0,7.06063104,3050192.60928,1295.5254785149,0,3351255.10002951,382.3321208348,771.2008958961,0,21.7875099528,22,21.8937549764
 10/04  11:00:00,16.7875,1.625,7.06063104,3050192.60928,1223.22873458,0,3166717.17104566,399.2134331783,835.9263321779,0,22.1133761107,22,22.0566880553
 10/04  12:00:00,17.8875,2.2875,7.06063104,3050192.60928,1044.225921411,0,2769943.29799373,381.328594415,825.2816005348,0,22.3730209667,22,22.1865104834
 10/04  13:00:00,20.425,5.2875,3.7161216,1605364.5312,1032.5311964223,0,2659811.64646842,364.3344504003,813.5308600817,0,22.6836180414,22.0283428311,22.3559804363
 10/04  14:00:00,21.325,6.8875,7.06063104,3050192.60928,698.9028711298,0,1800918.51105246,203.9682272644,499.6146337551,0,22.809945064,22.0001923139,22.405068689
 10/04  15:00:00,20.7875,8.325,7.06063104,3050192.60928,259.4212694187,0,728110.890162806,8.0185559046,106.5693571186,0,22.6031953609,22.0000000001,22.3015976805
 10/04  16:00:00,19.85,8.9875,7.06063104,3050192.60928,156.1779089567,0,502461.621865062,0,56.5541097258,0,22.4866650251,22,22.2433325125
 10/04  17:00:00,18.4,9.1125,7.06063104,3050192.60928,91.3326203068,0,384114.538314009,2.6549348497,35.1749337587,0,22.3089845856,22,22.1544922928
 10/04  18:00:00,16.425,8.6125,5.20257024,2247510.34368,13.0380624397,56.266224464,120748.616785486,4.5427189052,7.656635391,18.1571668749,21.9859985349,22,21.9929992674
 10/04  19:00:00,15.225,7.2625,2.97289728,1284291.62496,0,108.4714197442,0,0,0,37.1007947707,21.6690546921,22,21.834527346
 10/04  20:00:00,14.625,6.3875,2.97289728,1284291.62496,0,91.5391787784,0,0,0,31.2495867525,20.2859592494,16.556443947,18.4212015982
 10/04  21:00:00,14.4,3.95,0.74322432,321072.90624,0,85.5927463725,0,0,0,29.358519929,19.5905338386,17.5508608404,18.5706973395
 10/04  22:00:00,14.0875,2.6,0.74322432,321072.90624,0,89.4888523623,0,0,0,30.7135462599,19.3439860322,17.3429058832,18.3434459577
 10/04  23:00:00,14.2125,0.975,0.37161216,160536.45312,0,87.1191463893,0,0,0,29.8212300885,19.1294526882,17.7317044478,18.430578568
 10/04  24:00:00,14.0875,0.9375,0.37161216,160536.45312,0,88.0163746704,0,0,0,30.1179967509,18.9838488501,17.6248928535,18.3043708518
 10/05  01:00:00,13.525,0.5625,0,0,0,96.2957570886,0,0,0,32.9862788064,18.9138831358,18.2834691949,18.5986761654
 10/05  02:00:00,12.9875,1.3125,0,0,0,103.8079409507,0,0,0,35.5524661237,18.8751713302,18.3035364966,18.5893539134
 10/05  03:00:00,12.8,0.7875,0,0,0,104.6626506169,0,0,0,35.8066437655,18.7499857288,18.1813709164,18.4656783226
 10/05  04:00:00,12.425,0.9375,0,0,0,108.2537692652,0,0,0,37.0170838676,18.6195138415,18.0407222459,18.3301180437
 10/05  05:00:00,11.5125,1.5,0,0,0,117.8550201217,0,0,0,40.3513653203,18.4673529475,17.8255829047,18.1464679261
 10/05  06:00:00,11.475,0.5625,0,0,0,135.3989175451,0,0,0,46.3633884353,19.2188488258,21.9627027021,20.5907757639
 10/05  07:00:00,12.0125,0,0.74322432,321072.90624,235.7288565645,31.2565199389,859651.493764067,14.8933687055,20.8756585508,15.8033331729,20.0154806187,21.9999999579,21.0077402883
 10/05  08:00:00,14.325,0,1.48644864,642145.812480001,903.5252468299,0,2432217.47261682,112.5116797101,253.9433064772,0,20.7856493454,21.9999999999,21.3928246727
 10/05  09:00:00,16.2875,2.5625,7.06063104,3050192.60928,1240.5456621945,0,3192726.30297597,272.1818869858,559.6045853134,0,21.4142451119,22,21.7071225559
 10/05  10:00:00,18.7625,3.475,7.06063104,3050192.60928,1335.090128639,0,3373310.15774542,389.990718012,789.0704648161,0,21.8201216854,22,21.9100608427
 10/05  11:00:00,21.0625,4.725,7.06063104,3050192.60928,1291.8721802751,0,3213932.51391821,416.9617291654,873.7337376167,0,22.1695389778,22,22.0847694889
 10/05  12:00:00,21.7,6.325,7.06063104,3050192.60928,1204.7488682797,0,3065035.24628513,487.0073418504,974.5111700654,0,22.5047102452,22.0012869388,22.252998592
 10/05  13:00:00,22.0125,5.3875,3.7161216,1605364.5312,1173.4676989583,0,2976845.10000434,487.0737857024,969.2145203838,0,22.8596033247,22.3867552625,22.6231792936
 10/05  14:00:00,22.8875,4.2875,7.06063104,3050192.60928,758.0948506154,0,1913761.76169467,254.822613484,567.2024561374,0,23.0704188665,23.0955852096,23.083002038
 10/05  15:00:00,24.3625,3.475,7.06063104,3050192.60928,294.6122201724,0,735838.932197955,8.2369993806,118.3070324762,0,23.160405202,24.3735067148,23.7669559584
 10/05  16:00:00,23.9375,3.1,7.06063104,3050192.60928,203.7647313416,0,536439.174783727,0,72.6234002164,0,23.3146382388,24.011281743,23.6629599909
 10/05  17:00:00,23.3,2.7875,7.06063104,3050192.60928,141.3462373383,0,387094.527200317,1.82632461,51.6365327274,0,23.0277562473,23.4380231661,23.2328897067
 10/05  18:00:00,22.3,2.2875,5.20257024,2247510.34368,29.9813307042,14.913641316,106481.219505024,3.0534383938,13.9041559806,5.2776033213,22.6464142642,22.5253072344,22.5858607493
 10/05  19:00:00,21.7,2.1,2.97289728,1284291.62496,0,29.7503346382,0,0,0,10.5722524515,22.1731090606,22.0000000001,22.0865545304
 10/05  20:00:00,20.2625,1.725,2.97289728,1284291.62496,0,44.5910758352,0,0,0,15.6096117842,21.7642570439,20.7938060772,21.2790315605
 10/05  21:00:00,18.7125,2.1875,0.74322432,321072.90624,0,57.560119319,0,0,0,19.8743067778,21.1630935076,20.1505132361,20.6568033719
 10/05  22:00:00,17.6125,2.2875,0.74322432,321072.90624,0,65.0648129245,0,0,0,22.3926405363,20.7107041329,19.4631037235,20.0869039282
 10/05  23:00:00,17.2,1.725,0.37161216,160536.45312,0,66.3899196946,0,0,0,22.8309502576,20.3480915499,19.4083149355,19.8782032427
 10/05  24:00:00,16.8875,0.5625,0.37161216,160536.45312,0,68.9326579108,0,0,0,23.6689594461,20.0961658551,19.1582368859,19.6272013705
 10/06  01:00:00,16.0125,1.3125,0,0,0,73.4704592494,0,0,0,25.163562145,19.9189079973,19.4423340386,19.6806210179
 10/06  02:00:00,15.225,0.7875,0,0,0,80.5975181947,0,0,0,27.5403418373,19.7718677038,19.3020174758,19.5369425898
 10/06  03:00:00,14.3125,0,0,0,0,90.6364993113,0,0,0,30.9970738588,19.5794561677,19.0485521746,19.3140041711
 10/06  04:00:00,14.2125,0.9375,0,0,0,86.8308839654,0,0,0,29.6408248926,19.4101389977,18.8823930311,19.1462660144
 10/06  05:00:00,14.0875,0.5625,0,0,0,82.5297527958,0,0,0,28.1651573781,19.2832287435,18.7680455522,19.0256371478
 10/06  06:00:00,13.525,0,0,0,0,86.315339673,0,0,0,29.419919302,19.1480659546,18.596235015,18.8721504848
 10/06  07:00:00,13.9875,0,0.74322432,321072.90624,183.0134278055,16.1586037114,645743.942583656,8.9733465268,19.7287190947,6.5923993541,19.9282832309,21.964624788,20.9464540094
 10/06  08:00:00,16.15,0,0.74322432,321072.90624,599.275676632,0,1621003.83656475,60.2824207862,177.508331023,0,20.7600612993,21.9999996903,21.3800304948
 10/06  09:00:00,17.575,0,3.7161216,1605364.5312,899.7981505681,0,2310649.01685656,143.2870726432,390.8211395306,0,21.3108877252,21.9999999999,21.6554438625
 10/06  10:00:00,18.4875,1.625,3.7161216,1605364.5312,670.0524193206,0,1747342.82649306,105.1475228669,352.0867927565,0,21.3904270593,22,21.6952135297
 10/06  11:00:00,19.2125,2.9125,3.7161216,1605364.5312,1061.5648906767,0,2691244.2413914,275.2908957121,677.8232257975,0,21.9871725834,22,21.9935862917
 10/06  12:00:00,19.775,2.7875,3.7161216,1605364.5312,985.9986598851,0,2538776.89974994,288.3217990247,723.6247479661,0,22.304885343,22,22.1524426715
 10/06  13:00:00,21.375,0.975,3.7161216,1605364.5312,1183.4278504753,0,2974567.10983767,469.8343022965,963.9992628866,0,22.8220413541,22.1542397945,22.4881405743
 10/06  14:00:00,22.2,1.9375,3.7161216,1605364.5312,766.2998598659,0,1924546.90911284,275.6994712026,588.4728955264,0,22.993027983,22.5269482379,22.7599881104
 10/06  15:00:00,23.575,3.4125,0.74322432,321072.90624,283.1630160913,0,722300.094265238,9.3325774296,116.1186267819,0,22.8385666918,23.2483941087,23.0434804003
 10/06  16:00:00,25.15,4.9125,0.74322432,321072.90624,213.5853914855,0,521252.758818118,0,75.8165741314,0,23.064467091,24.0910955374,23.5777813142
 10/06  17:00:00,23.85,6.6375,0.74322432,321072.90624,135.0281041755,0,371203.655078689,2.4562374963,49.5664747612,0,23.010319862,23.5773060853,23.2938129736
 10/06  18:00:00,21.05,6.2625,0,0,22.812623255,29.4062408751,103833.455205514,4.0163523864,10.8849704247,9.5492071663,22.4909102334,22.4709491564,22.4809296949
 10/06  19:00:00,18.9375,3.45,0,0,0,69.3228143413,0,0,0,23.8919047448,22.0290231247,21.7205688183,21.8747959715
 10/06  20:00:00,17.9875,2.1,0,0,0,77.8436289376,0,0,0,26.8475976484,21.6393192591,21.2039259077,21.4216225834
 10/06  21:00:00,17.425,4.6625,0,0,0,78.2192948874,0,0,0,26.9760497084,21.2838473504,20.8283372646,21.0560923075
 10/06  22:00:00,16.5125,5.2,0,0,0,84.2828959544,0,0,0,29.0052309296,20.9397304979,20.4412229874,20.6904767427
 10/06  23:00:00,16.1,2.6625,0,0,0,85.9344653258,0,0,0,29.4241084257,20.6287754789,20.1239214864,20.3763484827
 10/06  24:00:00,15.7875,3.125,0,0,0,86.9467787771,0,0,0,29.8496537105,20.3749217864,19.8778455991,20.1263836928
 10/07  01:00:00,14.85,4.7875,0,0,0,94.5381659444,0,0,0,32.4399319975,20.1277818778,19.5784186195,19.8531002486
 10/07  02:00:00,14.0875,1.95,0,0,0,101.860236104,0,0,0,34.819131416,19.885008224,19.2901080713,19.5875581477
 10/07  03:00:00,13.9,0,0,0,0,101.9931906757,0,0,0,34.87458196,19.6852099711,19.0955865771,19.3903982741
 10/07  04:00:00,13.2125,0.9375,0,0,0,109.1643676116,0,0,0,37.3144278938,19.495956431,18.8741052974,19.1850308642
 10/07  05:00:00,12.425,2.5,0,0,0,112.3137998186,0,0,0,38.3677534075,19.291712103,18.6220523243,18.9568822136
 10/07  06:00:00,12.2,3.725,0,0,0,109.1058638771,0,0,0,37.1760293529,19.1144097818,18.4457366499,18.7800732159
 10/07  07:00:00,12.8875,3.1625,0,0,0,50.5922146502,116830.70236867,0.4952319559,0,20.0957760126,19.034556727,18.4338703961,18.7342135616
 10/07  08:00:00,13.9875,3.5375,0,0,72.8309247144,0,388051.203422223,2.1880338358,25.6493997199,0,19.114199912,18.6029529725,18.8585764423
 10/07  09:00:00,15.4625,3.1625,0,0,217.4361365005,0,704887.960592236,8.8469822948,87.0968533701,0,19.3312557562,18.9226392232,19.1269474897
 10/07  10:00:00,16.475,2.9125,0,0,267.8188842396,0,804013.572489309,12.7959491618,120.09469087,0,19.5383768681,19.2007274594,19.3695521638
 10/07  11:00:00,17.7,4.4125,0,0,578.1697084878,0,1538971.4612865,73.3678704907,316.0226329748,0,20.0495089982,19.7643139375,19.9069114679
 10/07  12:00:00,19.7375,5.825,0,0,780.1171914075,0,2009104.26802507,152.36586211,509.9697989743,0,20.6758350944,20.5960664032,20.6359507488
 10/07  13:00:00,20.9125,7.45,0,0,605.226673632,0,1548247.91092549,75.6482095966,360.9447230139,0,21.0096091671,21.0927641701,21.0511866686
 10/07  14:00:00,20.7875,7.575,0,0,441.7209047198,0,1155017.27131349,35.8003446685,228.1087710823,0,21.2346449487,21.2564374367,21.2455411927
 10/07  15:00:00,19.85,6.8875,0,0,253.8949316953,0,724410.386598516,0.9141019304,93.3980523115,0,21.2703049412,21.1462813213,21.2082931313
 10/07  16:00:00,19.0875,6.3875,0,0,181.6029133738,0,569504.483695838,0,65.374134107,0,21.2676088534,20.9955071752,21.1315580143
 10/07  17:00:00,18.525,6.5125,0,0,55.7260576461,0,271332.882817504,0.2747942121,20.7931819973,0,21.1241493231,20.7897738961,20.9569616096
 10/07  18:00:00,17.6125,5.7625,0,0,0,47.1365525145,37200.8496479277,0.4429681115,0,15.4673649495,20.8978755535,20.4890350144,20.6934552839
 10/07  19:00:00,16.8875,4.825,0,0,0,67.9683084856,0,0,0,23.3216733732,20.6796359118,20.209464574,20.4445502429
 10/07  20:00:00,16.325,3.6625,0,0,0,77.1194651888,0,0,0,26.5397280031,20.4645588432,19.9695249652,20.2170419042
 10/07  21:00:00,16.1,3.1,0,0,0,79.8311060233,0,0,0,27.4594962627,20.2518547965,19.7635355444,20.0076951704
 10/07  22:00:00,16.1,3.1,0,0,0,74.0507858863,0,0,0,25.3876724314,20.0671661925,19.6114425166,19.8393043546
 10/07  23:00:00,16.1,2.7875,0,0,0,64.5316908517,0,0,0,22.0340505187,19.906502885,19.4817929251,19.6941479051
 10/07  24:00:00,16.475,2.9125,0,0,0,54.3081024122,0,0,0,18.5554626977,19.7793873216,19.415021119,19.5972042203
 10/08  01:00:00,17.0125,3.4125,0,0,0,45.5696662128,0,0,0,15.6108949354,19.7015505839,19.4131634699,19.5573570269
 10/08  02:00:00,16.8875,2.975,0,0,0,46.5635020732,0,0,0,15.902259319,19.6443049877,19.3600903251,19.5021976564
 10/08  03:00:00,16.7,2.9125,0,0,0,48.1982169643,0,0,0,16.4456486055,19.5883000275,19.2823005908,19.4353003091
 10/08  04:00:00,16.7,2.7875,0,0,0,50.9395636353,0,0,0,17.4417340965,19.5471622865,19.2418258033,19.3944940449
 10/08  05:00:00,16.7,2.2875,0,0,0,49.3215806002,0,0,0,16.8658563659,19.514174007,19.2108707387,19.3625223728
 10/08  06:00:00,16.325,3.35,0,0,0,51.5999374874,0,0,0,17.5972708253,19.4740367213,19.1388373167,19.306437019
 10/08  07:00:00,16.475,3.7875,0,0,34.3468029048,19.5540130426,158214.905869376,1.1278055154,6.9467087413,6.8222569916,19.4813564625,19.1397301702,19.3105433163
 10/08  08:00:00,16.7,3.2875,0,0,233.0097225528,0,688891.783751003,11.1845150785,75.1080050857,0,19.7122598538,19.3588015489,19.5355307013
 10/08  09:00:00,17.0125,3.4125,0,0,287.8388943973,0,817345.741186445,13.5532270518,116.3466780384,0,19.8931492837,19.5557275478,19.7244384158
 10/08  10:00:00,17.2,3.9125,0,0,296.5280662825,0,835653.017969486,22.5328967364,136.8715201094,0,20.0204562227,19.6677475365,19.8441018796
 10/08  11:00:00,17.8875,4.7875,0,0,684.5061533202,0,1780271.61002676,94.089175307,381.9908940244,0,20.590347327,20.2392396631,20.4147934951
 10/08  12:00:00,18.675,6.45,0,0,710.029891634,0,1869045.66102382,139.8721238466,466.9960366904,0,20.9909143413,20.7027642457,20.8468392935
 10/08  13:00:00,18.9,8.2,0,0,1045.4611858688,0,2728365.40101691,382.7946477116,835.2802994432,0,21.6787434308,21.3983565328,21.5385499818
 10/08  14:00:00,18.525,8.8,0,0,686.5023578104,0,1861885.96449699,234.5126676362,523.2557594435,0,21.8481793097,21.5423451075,21.6952622086
 10/08  15:00:00,18.3,9.425,0,0,207.0530949619,0,670899.138598015,9.2653640523,89.9894241758,0,21.5605724754,21.1704257918,21.3654991336
 10/08  16:00:00,17.9875,10.1125,0,0,128.8387201137,0,481937.850423369,0,47.2303362045,0,21.4257350158,20.9723943926,21.1990647042
 10/08  17:00:00,17.425,8.9875,0,0,76.8178847016,0,369153.643574382,2.3505474147,30.0975215215,0,21.2375034445,20.7486620483,20.9930827464
