Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),ZONE1:Zone People Number Of Occupants [](Hourly),ZONE1:Zone People Total Heat Gain [J](Hourly),ZONE1:Zone Operative Temperature [C](Hourly)
 06/16  12:00:00,12.3875,3.7161216,1605364.5312,21.39919218
 06/16  13:00:00,13.1125,3.7161216,1605364.5312,21.4598470629
 06/16  14:00:00,13.675,3.7161216,1605364.5312,21.5055295183
 06/16  15:00:00,13.525,0.74322432,321072.90624,21.4998017267
 06/16  16:00:00,13.3,0.74322432,321072.90624,21.5072666016
 06/16  17:00:00,13.3,0.74322432,321072.90624,21.5016421345
 06/16  18:00:00,13.3,0,0,20.4765239908
 06/16  19:00:00,12.9875,0,0,19.8507016796
 06/16  20:00:00,12.1125,0,0,19.5181129613
 06/16  21:00:00,11.7,0,0,19.2573289655
 06/16  22:00:00,11.325,0,0,19.0237666883
 06/16  23:00:00,11.1,0,0,18.8014128395
 06/16  24:00:00,10.7875,0,0,18.5984884174
 06/17  01:00:00,10.225,0,0,18.3775727555
 06/17  02:00:00,10,0,0,18.1809100886
 06/17  03:00:00,10,0,0,18.0229588907
 06/17  04:00:00,10,0,0,17.8829174079
 06/17  05:00:00,10,0,0,17.7623410975
 06/17  06:00:00,10.375,0,0,17.7720868673
 06/17  07:00:00,11.2875,0,0,18.051352212
 06/17  08:00:00,12.3875,0,0,18.5242589164
 06/17  09:00:00,13.4875,0,0,19.0014351118
 06/17  10:00:00,15.275,0,0,19.4587976347
 06/17  11:00:00,16.475,0,0,19.9017941567
 06/17  12:00:00,17.3875,0,0,20.138245214
 06/17  13:00:00,17.425,0,0,20.4568236979
 06/17  14:00:00,17.8875,0,0,20.8458460137
 06/17  15:00:00,17.6125,0,0,21.1121720118
 06/17  16:00:00,17.575,0,0,21.2438959946
 06/17  17:00:00,17.1125,0,0,21.2864489311
 06/17  18:00:00,16.0125,0,0,21.1197849935
 06/17  19:00:00,14.85,0,0,20.8312765796
 06/17  20:00:00,13.7125,0,0,20.4373635759
 06/17  21:00:00,12.6125,0,0,20.016677661
 06/17  22:00:00,12.2,0,0,19.6274972786
 06/17  23:00:00,11.8875,0,0,19.2797573379
 06/17  24:00:00,11.7,0,0,18.9673727239
 06/18  01:00:00,12.0125,0,0,18.7448867101
 06/18  02:00:00,11.8875,0,0,18.5410875109
 06/18  03:00:00,11.7,0,0,18.3468886321
 06/18  04:00:00,10.6375,0,0,18.1236276663
 06/18  05:00:00,10,0,0,17.9275879114
 06/18  06:00:00,10.6875,0,0,20.6865550762
 06/18  07:00:00,12.85,0.74322432,321072.90624,21.1533188696
 06/18  08:00:00,15.9625,1.48644864,642145.812480001,21.366529687
 06/18  09:00:00,17.8875,7.06063104,3050192.60928,21.583538242
 06/18  10:00:00,19.3625,7.06063104,3050192.60928,21.7620533774
 06/18  11:00:00,20,7.06063104,3050192.60928,21.9037019901
 06/18  12:00:00,21.375,7.06063104,3050192.60928,22.044513308
 06/18  13:00:00,21.2,3.7161216,1605364.5312,22.1394290936
 06/18  14:00:00,19.85,7.06063104,3050192.60928,22.2647597982
 06/18  15:00:00,19.4,7.06063104,3050192.60928,22.3461066682
 06/18  16:00:00,18.7125,7.06063104,3050192.60928,22.3767942066
 06/18  17:00:00,17.9875,7.06063104,3050192.60928,22.3673836167
 06/18  18:00:00,17.1125,5.20257024,2247510.34368,22.2872509454
 06/18  19:00:00,15.6375,2.97289728,1284291.62496,22.1471832449
 06/18  20:00:00,14.3125,2.97289728,1284291.62496,18.6283102335
 06/18  21:00:00,13.525,0.74322432,321072.90624,18.6681110425
 06/18  22:00:00,12.6125,0.74322432,321072.90624,18.1949090549
 06/18  23:00:00,11.8875,0.37161216,160536.45312,18.0945752181
 06/18  24:00:00,11.7,0.37161216,160536.45312,17.8283194804
 06/19  01:00:00,11.7,0,0,18.3193780163
 06/19  02:00:00,11.325,0,0,18.3687772628
 06/19  03:00:00,11.1,0,0,18.2328647133
 06/19  04:00:00,10.7875,0,0,18.0889197951
 06/19  05:00:00,10.225,0,0,17.9406907812
 06/19  06:00:00,11.0625,0,0,20.6253661452
 06/19  07:00:00,13.075,0.74322432,321072.90624,21.0754198778
 06/19  08:00:00,15.9625,1.48644864,642145.812480001,21.3285827419
 06/19  09:00:00,18.2625,7.06063104,3050192.60928,21.5689297661
 06/19  10:00:00,19.2125,7.06063104,3050192.60928,21.7403491623
 06/19  11:00:00,21.525,7.06063104,3050192.60928,22.0411807305
 06/19  12:00:00,21.7375,7.06063104,3050192.60928,22.1440788567
 06/19  13:00:00,20.7875,3.7161216,1605364.5312,22.1261387535
 06/19  14:00:00,19.1625,7.06063104,3050192.60928,22.2604432566
 06/19  15:00:00,18.9875,7.06063104,3050192.60928,22.3586436172
 06/19  16:00:00,18.4,7.06063104,3050192.60928,22.4059913454
 06/19  17:00:00,17.1125,7.06063104,3050192.60928,22.3864690146
 06/19  18:00:00,16.0125,5.20257024,2247510.34368,22.2954485662
 06/19  19:00:00,14.5375,2.97289728,1284291.62496,22.1506208104
 06/19  20:00:00,13.2125,2.97289728,1284291.62496,18.124165217
 06/19  21:00:00,12.8,0.74322432,321072.90624,18.3639128476
 06/19  22:00:00,12.425,0.74322432,321072.90624,18.0889695541
 06/19  23:00:00,12.2,0.37161216,160536.45312,18.1404207495
 06/19  24:00:00,11.8875,0.37161216,160536.45312,17.9242079021
 06/20  01:00:00,11.7,0,0,18.4058520762
 06/20  02:00:00,11.7,0,0,18.5085137951
 06/20  03:00:00,11.7,0,0,18.4361656148
 06/20  04:00:00,11.7,0,0,18.3550806974
 06/20  05:00:00,11.325,0,0,18.2569841242
 06/20  06:00:00,11.475,0,0,20.6800306928
 06/20  07:00:00,11.7,0.74322432,321072.90624,20.9903362852
 06/20  08:00:00,12.0125,1.48644864,642145.812480001,21.1062465808
 06/20  09:00:00,12.575,7.06063104,3050192.60928,21.2542344376
 06/20  10:00:00,13.1125,7.06063104,3050192.60928,21.3540638282
 06/20  11:00:00,14.3625,7.06063104,3050192.60928,21.4657188871
 06/20  12:00:00,14.625,7.06063104,3050192.60928,21.5714763556
 06/20  13:00:00,15.15,3.7161216,1605364.5312,21.6306660954
 06/20  14:00:00,15.9125,7.06063104,3050192.60928,21.7594179365
 06/20  15:00:00,15.7875,7.06063104,3050192.60928,21.8853149489
 06/20  16:00:00,15.225,7.06063104,3050192.60928,22.025154474
 06/20  17:00:00,14.625,7.06063104,3050192.60928,22.0525396484
 06/20  18:00:00,13.7125,5.20257024,2247510.34368,22.0064588582
 06/20  19:00:00,12.6125,2.97289728,1284291.62496,21.8898633784
 06/20  20:00:00,12.2,2.97289728,1284291.62496,17.559727771
 06/20  21:00:00,12.2,0.74322432,321072.90624,17.8519699931
 06/20  22:00:00,11.8875,0.74322432,321072.90624,17.6090099139
 06/20  23:00:00,11.7,0.37161216,160536.45312,17.7203065676
 06/20  24:00:00,11.7,0.37161216,160536.45312,17.6007009831
 06/21  01:00:00,11.325,0,0,18.123496623
 06/21  02:00:00,11.1,0,0,18.2240449818
 06/21  03:00:00,11.1,0,0,18.163896321
 06/21  04:00:00,11.1,0,0,18.0945581964
 06/21  05:00:00,11.1,0,0,18.0351910469
 06/21  06:00:00,11.1,0,0,20.6251029077
 06/21  07:00:00,11.475,0.74322432,321072.90624,20.9932550929
 06/21  08:00:00,12.0125,1.48644864,642145.812480001,21.1909400151
 06/21  09:00:00,12.8875,7.06063104,3050192.60928,21.3768951154
 06/21  10:00:00,13.9875,7.06063104,3050192.60928,21.5382686997
 06/21  11:00:00,15.15,7.06063104,3050192.60928,21.6852269112
 06/21  12:00:00,15.9125,7.06063104,3050192.60928,21.7114130335
 06/21  13:00:00,16.1,3.7161216,1605364.5312,21.8157003333
 06/21  14:00:00,16.1,7.06063104,3050192.60928,21.9679357242
 06/21  15:00:00,15.7875,7.06063104,3050192.60928,22.078910631
 06/21  16:00:00,15.225,7.06063104,3050192.60928,22.1411388334
 06/21  17:00:00,14.625,7.06063104,3050192.60928,22.1493035239
 06/21  18:00:00,13.7125,5.20257024,2247510.34368,22.1040461432
 06/21  19:00:00,12.9875,2.97289728,1284291.62496,21.9673201855
 06/21  20:00:00,12.1125,2.97289728,1284291.62496,17.6208517774
 06/21  21:00:00,11.7,0.74322432,321072.90624,17.7788560014
 06/21  22:00:00,11.7,0.74322432,321072.90624,17.5586333074
 06/21  23:00:00,11.325,0.37161216,160536.45312,17.6608928002
 06/21  24:00:00,11.1,0.37161216,160536.45312,17.4548098339
 06/22  01:00:00,10.7875,0,0,18.0109054417
 06/22  02:00:00,10.6,0,0,18.1237738281
 06/22  03:00:00,9.85,0,0,18.0024481352
 06/22  04:00:00,9.775,0,0,17.8716494101
 06/22  05:00:00,10,0,0,17.8005205066
 06/22  06:00:00,10.6875,0,0,20.6203564373
 06/22  07:00:00,12.1625,0.74322432,321072.90624,21.1086443945
 06/22  08:00:00,14.175,1.48644864,642145.812480001,21.3137757031
 06/22  09:00:00,15.375,7.06063104,3050192.60928,21.5405740173
 06/22  10:00:00,16.2875,7.06063104,3050192.60928,21.7150926791
 06/22  11:00:00,17.3875,7.06063104,3050192.60928,21.8504476826
 06/22  12:00:00,19.8625,7.06063104,3050192.60928,21.9455151276
 06/22  13:00:00,20.7875,3.7161216,1605364.5312,22.0862203398
 06/22  14:00:00,20.225,7.06063104,3050192.60928,22.2528602169
 06/22  15:00:00,19.3125,7.06063104,3050192.60928,22.3486571642
 06/22  16:00:00,18.9,7.06063104,3050192.60928,22.3941109477
 06/22  17:00:00,17.8375,7.06063104,3050192.60928,22.3886653185
 06/22  18:00:00,16.5125,5.20257024,2247510.34368,22.3162866711
 06/22  19:00:00,15.0375,2.97289728,1284291.62496,22.1875265949
 06/22  20:00:00,13.4,2.97289728,1284291.62496,18.2756390496
 06/22  21:00:00,12.425,0.74322432,321072.90624,18.3331909554
 06/22  22:00:00,11.8875,0.74322432,321072.90624,17.9463999077
 06/22  23:00:00,11.325,0.37161216,160536.45312,17.9272026016
 06/22  24:00:00,11.1,0.37161216,160536.45312,17.6591075335
 06/23  01:00:00,11.1,0,0,18.18646732
 06/23  02:00:00,10.7875,0,0,18.2539346481
 06/23  03:00:00,10.6,0,0,18.1264922101
 06/23  04:00:00,10.9125,0,0,18.0236245504
 06/23  05:00:00,10.7875,0,0,17.922416634
 06/23  06:00:00,11.6,0,0,18.109217884
 06/23  07:00:00,14.325,0.74322432,321072.90624,20.8077227387
 06/23  08:00:00,16.6,0.74322432,321072.90624,21.2495300189
 06/23  09:00:00,17.8875,3.7161216,1605364.5312,21.4766519677
 06/23  10:00:00,19.7375,3.7161216,1605364.5312,21.6752475464
 06/23  11:00:00,21.2875,3.7161216,1605364.5312,21.8298218204
 06/23  12:00:00,20.2625,3.7161216,1605364.5312,21.9104520416
 06/23  13:00:00,20.8375,3.7161216,1605364.5312,22.064616551
 06/23  14:00:00,20.2625,3.7161216,1605364.5312,22.1709643952
 06/23  15:00:00,19.4,0.74322432,321072.90624,22.1949997018
 06/23  16:00:00,18.7125,0.74322432,321072.90624,22.2036207646
 06/23  17:00:00,17.9875,0.74322432,321072.90624,22.2091823949
 06/23  18:00:00,16.7375,0,0,21.9206308877
 06/23  19:00:00,14.35,0,0,21.4317775158
 06/23  20:00:00,13.3,0,0,20.9481444614
 06/23  21:00:00,13.3,0,0,20.5840073498
 06/23  22:00:00,13.3,0,0,20.2423950897
 06/23  23:00:00,12.9875,0,0,19.9137217147
 06/23  24:00:00,12.8,0,0,19.6245710846
 06/24  01:00:00,12.425,0,0,19.3726229071
 06/24  02:00:00,12.575,0,0,19.1839303807
 06/24  03:00:00,12.1125,0,0,19.0062406684
 06/24  04:00:00,11.7,0,0,18.8182492078
 06/24  05:00:00,11.7,0,0,18.6947402191
 06/24  06:00:00,12.0125,0,0,18.6553097859
 06/24  07:00:00,12.2,0,0,18.6557200499
 06/24  08:00:00,12.8875,0,0,18.8743301964
 06/24  09:00:00,13.9875,0,0,19.3443964307
 06/24  10:00:00,15.4625,0,0,19.8416112506
 06/24  11:00:00,16.7875,0,0,20.3166334149
 06/24  12:00:00,17.575,0,0,20.5507970317
 06/24  13:00:00,18.1125,0,0,20.8420231939
 06/24  14:00:00,18.675,0,0,21.1825183117
 06/24  15:00:00,17.525,0,0,21.3302480991
 06/24  16:00:00,16.7,0,0,21.3683224717
 06/24  17:00:00,16.325,0,0,21.3362422273
 06/24  18:00:00,15.4125,0,0,21.1218515897
 06/24  19:00:00,14.625,0,0,20.8035530104
 06/24  20:00:00,13.7125,0,0,20.4384585235
 06/24  21:00:00,13.3,0,0,20.1081042706
 06/24  22:00:00,12.9875,0,0,19.8129192641
 06/24  23:00:00,12.8,0,0,19.542022838
 06/24  24:00:00,12.8,0,0,19.3212852148
 06/25  01:00:00,12.425,0,0,19.1187521392
 06/25  02:00:00,12.575,0,0,18.9652926725
 06/25  03:00:00,12.425,0,0,18.8372996678
 06/25  04:00:00,12.575,0,0,18.7314185297
 06/25  05:00:00,12.8,0,0,18.6712886525
 06/25  06:00:00,12.8,0,0,20.815756859
 06/25  07:00:00,12.8,0.74322432,321072.90624,21.0846329872
 06/25  08:00:00,13.4875,1.48644864,642145.812480001,21.1974365745
 06/25  09:00:00,14.2125,7.06063104,3050192.60928,21.3477963467
 06/25  10:00:00,14.775,7.06063104,3050192.60928,21.4506202533
 06/25  11:00:00,15,7.06063104,3050192.60928,21.539227905
 06/25  12:00:00,14.625,7.06063104,3050192.60928,21.6215158915
 06/25  13:00:00,15.4625,3.7161216,1605364.5312,21.7060158263
 06/25  14:00:00,16.7875,7.06063104,3050192.60928,21.8238784335
 06/25  15:00:00,17.2,7.06063104,3050192.60928,21.945698061
 06/25  16:00:00,16.5125,7.06063104,3050192.60928,22.1074189497
 06/25  17:00:00,15.4125,7.06063104,3050192.60928,22.1562276028
 06/25  18:00:00,14.625,5.20257024,2247510.34368,22.119078098
 06/25  19:00:00,14.0875,2.97289728,1284291.62496,22.0021831759
 06/25  20:00:00,13.525,2.97289728,1284291.62496,18.1224512695
 06/25  21:00:00,12.9875,0.74322432,321072.90624,18.3083509263
 06/25  22:00:00,12.8,0.74322432,321072.90624,18.0772880127
 06/25  23:00:00,12.8,0.37161216,160536.45312,18.2214704695
 06/25  24:00:00,12.8,0.37161216,160536.45312,18.1047412847
 06/26  01:00:00,12.425,0,0,18.5662107264
 06/26  02:00:00,12.575,0,0,18.6763122638
 06/26  03:00:00,12.8,0,0,18.6533832686
 06/26  04:00:00,12.8,0,0,18.5960869005
 06/26  05:00:00,12.425,0,0,18.5110241628
 06/26  06:00:00,12.2,0,0,20.7580208427
 06/26  07:00:00,12.575,0.74322432,321072.90624,21.0403441793
 06/26  08:00:00,13.1125,1.48644864,642145.812480001,21.150284953
 06/26  09:00:00,13.3,7.06063104,3050192.60928,21.3042485557
 06/26  10:00:00,13.9875,7.06063104,3050192.60928,21.4104843486
 06/26  11:00:00,14.775,7.06063104,3050192.60928,21.506529488
 06/26  12:00:00,15,7.06063104,3050192.60928,21.5907982784
 06/26  13:00:00,15,3.7161216,1605364.5312,21.631250374
 06/26  14:00:00,15,7.06063104,3050192.60928,21.7068271008
 06/26  15:00:00,15.375,7.06063104,3050192.60928,21.7507105427
 06/26  16:00:00,15.6,7.06063104,3050192.60928,21.768200661
 06/26  17:00:00,15.6,7.06063104,3050192.60928,21.761548086
 06/26  18:00:00,15.225,5.20257024,2247510.34368,21.7122206655
 06/26  19:00:00,14.625,2.97289728,1284291.62496,21.6425116546
 06/26  20:00:00,14.0875,2.97289728,1284291.62496,18.0698036721
 06/26  21:00:00,13.9,0.74322432,321072.90624,18.2227929131
 06/26  22:00:00,13.525,0.74322432,321072.90624,18.0289658054
 06/26  23:00:00,13.675,0.37161216,160536.45312,18.1768652617
 06/26  24:00:00,13.9,0.37161216,160536.45312,18.1656232078
 06/27  01:00:00,14.5875,0,0,18.6309918791
 06/27  02:00:00,14.625,0,0,18.7818411159
 06/27  03:00:00,14.0875,0,0,18.7225959906
 06/27  04:00:00,13.9,0,0,18.657991247
 06/27  05:00:00,13.9,0,0,18.6126925571
 06/27  06:00:00,13.9,0,0,20.7809994747
 06/27  07:00:00,14.5875,0.74322432,321072.90624,21.1196663877
 06/27  08:00:00,15.6875,1.48644864,642145.812480001,21.3308824904
 06/27  09:00:00,16.475,7.06063104,3050192.60928,21.5420476774
 06/27  10:00:00,17.0125,7.06063104,3050192.60928,21.7424383121
 06/27  11:00:00,17.8875,7.06063104,3050192.60928,21.8633625245
 06/27  12:00:00,18.675,7.06063104,3050192.60928,21.9460273569
 06/27  13:00:00,19.5875,3.7161216,1605364.5312,22.0410565156
 06/27  14:00:00,20,7.06063104,3050192.60928,22.1932434924
 06/27  15:00:00,20,7.06063104,3050192.60928,22.3185235465
 06/27  16:00:00,20,7.06063104,3050192.60928,22.3968509238
 06/27  17:00:00,18.9375,7.06063104,3050192.60928,22.4277842263
 06/27  18:00:00,17.9875,5.20257024,2247510.34368,22.374042478
 06/27  19:00:00,16.05,2.97289728,1284291.62496,22.252971964
 06/27  20:00:00,13.9375,2.97289728,1284291.62496,18.58466143
 06/27  21:00:00,12.9875,0.74322432,321072.90624,18.6214399428
 06/27  22:00:00,12.1125,0.74322432,321072.90624,18.1615582038
 06/27  23:00:00,11.325,0.37161216,160536.45312,18.0702430212
 06/27  24:00:00,11.7875,0.37161216,160536.45312,17.9103094938
 06/28  01:00:00,12.2,0,0,18.4915926066
 06/28  02:00:00,12.2,0,0,18.5952103152
 06/28  03:00:00,11.8875,0,0,18.4955366574
 06/28  04:00:00,12.0125,0,0,18.4047762532
 06/28  05:00:00,12.2,0,0,18.3642577905
 06/28  06:00:00,12.575,0,0,20.7988778235
 06/28  07:00:00,13.4875,0.74322432,321072.90624,21.2438483312
 06/28  08:00:00,15.275,1.48644864,642145.812480001,21.4726820646
 06/28  09:00:00,16.475,7.06063104,3050192.60928,21.6841695331
 06/28  10:00:00,17.0125,7.06063104,3050192.60928,21.8555642345
 06/28  11:00:00,18.2625,7.06063104,3050192.60928,21.9990614602
 06/28  12:00:00,20.65,7.06063104,3050192.60928,22.090316789
 06/28  13:00:00,23.075,3.7161216,1605364.5312,22.8725188719
 06/28  14:00:00,23.525,7.06063104,3050192.60928,23.4579057981
 06/28  15:00:00,21.925,7.06063104,3050192.60928,22.8653724515
 06/28  16:00:00,20.7875,7.06063104,3050192.60928,22.6185032467
 06/28  17:00:00,20.6,7.06063104,3050192.60928,22.5892953475
 06/28  18:00:00,19.85,5.20257024,2247510.34368,22.4992090466
 06/28  19:00:00,19.0875,2.97289728,1284291.62496,22.3641845092
 06/28  20:00:00,17.15,2.97289728,1284291.62496,20.2392561509
 06/28  21:00:00,15.0375,0.74322432,321072.90624,19.7035281985
 06/28  22:00:00,14.4,0.74322432,321072.90624,19.1844049273
 06/28  23:00:00,14.0875,0.37161216,160536.45312,19.1400702105
 06/28  24:00:00,13.9,0.37161216,160536.45312,18.8705276424
 06/29  01:00:00,13.525,0,0,19.19710492
 06/29  02:00:00,13.675,0,0,19.2075296556
 06/29  03:00:00,13.9,0,0,19.1047829351
 06/29  04:00:00,13.525,0,0,18.9503186991
 06/29  05:00:00,13.3,0,0,18.7996507459
 06/29  06:00:00,13.9875,0,0,20.8668900861
 06/29  07:00:00,16.8375,0.74322432,321072.90624,21.2349464099
 06/29  08:00:00,18.9875,1.48644864,642145.812480001,21.4538087859
 06/29  09:00:00,19.775,7.06063104,3050192.60928,21.6953587595
 06/29  10:00:00,22.0625,7.06063104,3050192.60928,22.1640821931
 06/29  11:00:00,25.425,7.06063104,3050192.60928,24.0018498851
 06/29  12:00:00,27.3875,7.06063104,3050192.60928,25.4564543911
 06/29  13:00:00,28.4875,3.7161216,1605364.5312,26.1729335105
 06/29  14:00:00,27.8375,7.06063104,3050192.60928,26.4637643215
 06/29  15:00:00,26.5125,7.06063104,3050192.60928,25.9272716782
 06/29  16:00:00,25.4125,7.06063104,3050192.60928,25.3696669269
 06/29  17:00:00,24.625,7.06063104,3050192.60928,24.8758994199
 06/29  18:00:00,23.7125,5.20257024,2247510.34368,24.2569726154
 06/29  19:00:00,21.6125,2.97289728,1284291.62496,23.1482753526
 06/29  20:00:00,18.475,2.97289728,1284291.62496,21.3577017858
 06/29  21:00:00,16.5125,0.74322432,321072.90624,20.7625119951
 06/29  22:00:00,15.7875,0.74322432,321072.90624,20.2266840561
 06/29  23:00:00,14.85,0.37161216,160536.45312,20.0016718335
 06/29  24:00:00,14.4,0.37161216,160536.45312,19.6087737678
 06/30  01:00:00,14.4,0,0,19.9286428654
 06/30  02:00:00,14.4,0,0,19.9110488115
 06/30  03:00:00,14.0875,0,0,19.7284762814
 06/30  04:00:00,14.2125,0,0,19.5610627651
 06/30  05:00:00,14.775,0,0,19.4616660763
 06/30  06:00:00,15.375,0,0,19.6502925757
 06/30  07:00:00,17.975,0.74322432,321072.90624,21.348286808
 06/30  08:00:00,20.15,0.74322432,321072.90624,21.6535729207
 06/30  09:00:00,20.9125,3.7161216,1605364.5312,21.847958273
 06/30  10:00:00,22.1625,3.7161216,1605364.5312,22.2362330356
 06/30  11:00:00,24.175,3.7161216,1605364.5312,23.3533603614
 06/30  12:00:00,26.75,3.7161216,1605364.5312,24.7853279179
 06/30  13:00:00,30.55,3.7161216,1605364.5312,26.3508257826
 06/30  14:00:00,32.575,3.7161216,1605364.5312,26.7428561542
 06/30  15:00:00,31.05,0.74322432,321072.90624,26.8350846264
 06/30  16:00:00,28.9375,0.74322432,321072.90624,26.5151626309
 06/30  17:00:00,26.925,0.74322432,321072.90624,25.9736512731
 06/30  18:00:00,25.7875,0,0,25.3226164739
 06/30  19:00:00,25.225,0,0,24.9043077598
 06/30  20:00:00,21.5,0,0,24.2328826139
 06/30  21:00:00,18.7125,0,0,23.4167710232
 06/30  22:00:00,17.675,0,0,22.8231677317
 06/30  23:00:00,16.6125,0,0,22.272200831
 06/30  24:00:00,15.575,0,0,21.7695322592
 07/01  01:00:00,14.575,0,0,21.3149710666
 07/01  02:00:00,13.575,0,0,20.8972889536
 07/01  03:00:00,12.5125,0,0,20.5062806147
 07/01  04:00:00,11.475,0,0,20.1383275794
 07/01  05:00:00,11.5375,0,0,19.8691543188
 07/01  06:00:00,12.3,0,0,19.8644341728
 07/01  07:00:00,13.0375,0,0,20.1531797668
 07/01  08:00:00,14.3625,0,0,20.5469715571
 07/01  09:00:00,16,0,0,20.9668956559
 07/01  10:00:00,17.6625,0,0,21.420645548
 07/01  11:00:00,18.175,0,0,21.7730516995
 07/01  12:00:00,18.0375,0,0,21.8665355086
 07/01  13:00:00,17.875,0,0,22.07417985
 07/01  14:00:00,17.8,0,0,22.3457971805
 07/01  15:00:00,17.8,0,0,22.5698111215
 07/01  16:00:00,17.8,0,0,22.7082157101
 07/01  17:00:00,16.9875,0,0,22.6763901951
 07/01  18:00:00,15.6875,0,0,22.4271961389
 07/01  19:00:00,14.3875,0,0,22.0492349754
 07/01  20:00:00,13.65,0,0,21.6144082659
 07/01  21:00:00,13.3125,0,0,21.2138228111
 07/01  22:00:00,12.95,0,0,20.836898792
 07/01  23:00:00,12.8,0,0,20.5033604811
 07/01  24:00:00,12.8,0,0,20.2269652685
 07/02  01:00:00,12.8,0,0,19.9992369287
 07/02  02:00:00,12.675,0,0,19.7931321904
 07/02  03:00:00,12.475,0,0,19.6035643685
 07/02  04:00:00,12.275,0,0,19.4342566694
 07/02  05:00:00,12.6375,0,0,19.3238759028
 07/02  06:00:00,13.4,0,0,21.1604405409
 07/02  07:00:00,14.1375,0.74322432,321072.90624,21.5140002927
 07/02  08:00:00,15.3375,1.48644864,642145.812480001,21.707909374
 07/02  09:00:00,16.8375,7.06063104,3050192.60928,21.9174272667
 07/02  10:00:00,18.3375,7.06063104,3050192.60928,22.0923620438
 07/02  11:00:00,19.15,7.06063104,3050192.60928,22.2332316853
 07/02  12:00:00,19.4875,7.06063104,3050192.60928,22.2949194762
 07/02  13:00:00,19.85,3.7161216,1605364.5312,22.3946067469
 07/02  14:00:00,19.5625,7.06063104,3050192.60928,22.5360922587
 07/02  15:00:00,18.8,7.06063104,3050192.60928,22.6166606601
 07/02  16:00:00,18.0625,7.06063104,3050192.60928,22.6487998491
 07/02  17:00:00,16.9875,7.06063104,3050192.60928,22.6348918282
 07/02  18:00:00,15.6875,5.20257024,2247510.34368,22.5528521422
 07/02  19:00:00,14.3875,2.97289728,1284291.62496,22.4143617029
 07/02  20:00:00,13.65,2.97289728,1284291.62496,18.6919016086
 07/02  21:00:00,13.3125,0.74322432,321072.90624,18.9826105879
 07/02  22:00:00,12.95,0.74322432,321072.90624,18.6993044682
 07/02  23:00:00,12.8,0.37161216,160536.45312,18.7777790152
 07/02  24:00:00,12.8,0.37161216,160536.45312,18.6163823389
 07/03  01:00:00,12.8,0,0,19.1194204687
 07/03  02:00:00,12.925,0,0,19.2362400999
 07/03  03:00:00,13.0625,0,0,19.1938304109
 07/03  04:00:00,13.225,0,0,19.149012306
 07/03  05:00:00,13.3,0,0,19.1079542543
 07/03  06:00:00,13.3,0,0,20.9966038954
 07/03  07:00:00,13.3,0.74322432,321072.90624,21.2583203413
 07/03  08:00:00,13.675,1.48644864,642145.812480001,21.3904598289
 07/03  09:00:00,14.2125,7.06063104,3050192.60928,21.5679385143
 07/03  10:00:00,14.775,7.06063104,3050192.60928,21.7653269442
 07/03  11:00:00,15.375,7.06063104,3050192.60928,21.9168212675
 07/03  12:00:00,15.9125,7.06063104,3050192.60928,21.9805431882
 07/03  13:00:00,16.475,3.7161216,1605364.5312,22.0393781438
 07/03  14:00:00,16.575,7.06063104,3050192.60928,22.1806473776
 07/03  15:00:00,16.375,7.06063104,3050192.60928,22.2524121816
 07/03  16:00:00,16.175,7.06063104,3050192.60928,22.291615195
 07/03  17:00:00,15.6625,7.06063104,3050192.60928,22.2905358155
 07/03  18:00:00,14.9,5.20257024,2247510.34368,22.2117777973
 07/03  19:00:00,14.1625,2.97289728,1284291.62496,22.0837309956
 07/03  20:00:00,13.65,2.97289728,1284291.62496,18.2467068427
 07/03  21:00:00,13.3125,0.74322432,321072.90624,18.5636157899
 07/03  22:00:00,12.95,0.74322432,321072.90624,18.3301634526
 07/03  23:00:00,12.675,0.37161216,160536.45312,18.4273004902
 07/03  24:00:00,12.475,0.37161216,160536.45312,18.263894126
 07/04  01:00:00,12.275,0,0,18.7665533198
 07/04  02:00:00,12.325,0,0,18.8848736191
 07/04  03:00:00,12.525,0,0,18.8394579186
 07/04  04:00:00,12.725,0,0,18.7789938466
 07/04  05:00:00,13.05,0,0,18.7341303823
 07/04  06:00:00,13.3875,0,0,18.7980293834
 07/04  07:00:00,13.75,0,0,19.0674755368
 07/04  08:00:00,14.7125,0,0,19.346297208
 07/04  09:00:00,16.0125,0,0,19.8566352762
 07/04  10:00:00,17.3125,0,0,20.4422017958
 07/04  11:00:00,18.2375,0,0,20.8760028437
 07/04  12:00:00,19,0,0,21.1296981933
 07/04  13:00:00,19.7375,0,0,21.4909413078
 07/04  14:00:00,19.75,0,0,21.8669693266
 07/04  15:00:00,19.4125,0,0,22.1321223713
 07/04  16:00:00,19.05,0,0,22.2939673954
 07/04  17:00:00,18.2125,0,0,22.2869041918
 07/04  18:00:00,17.1125,0,0,22.0831388677
 07/04  19:00:00,16.0125,0,0,21.7460495651
 07/04  20:00:00,15.6,0,0,21.3741289553
 07/04  21:00:00,15.6,0,0,21.0427493811
 07/04  22:00:00,15.6,0,0,20.730691982
 07/04  23:00:00,15.0375,0,0,20.4078624465
 07/04  24:00:00,14.075,0,0,20.0680016647
 07/05  01:00:00,13.1375,0,0,19.7561047426
 07/05  02:00:00,12.55,0,0,19.485634907
 07/05  03:00:00,12.2125,0,0,19.2615437773
