Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),ZONE1:Zone People Number Of Occupants [](Hourly),ZONE1:Zone People Total Heat Gain [J](Hourly),ZONE1:Zone Operative Temperature [C](Hourly)
 01/19  10:00:00,13.075,7.06063104,3050192.60928,21.0802759732
 01/19  11:00:00,14.2125,7.06063104,3050192.60928,21.1627193933
 01/19  12:00:00,13.7125,7.06063104,3050192.60928,21.2431329921
 01/19  13:00:00,15.425,3.7161216,1605364.5312,21.256896065
 01/19  14:00:00,16.0125,7.06063104,3050192.60928,21.301159043
 01/19  15:00:00,14.85,7.06063104,3050192.60928,21.3642136696
 01/19  16:00:00,14.0875,7.06063104,3050192.60928,21.3422723024
 01/19  17:00:00,14.2125,7.06063104,3050192.60928,21.332767572
 01/19  18:00:00,14.0875,5.20257024,2247510.34368,21.308287825
 01/19  19:00:00,13.525,2.97289728,1284291.62496,21.2544226103
 01/19  20:00:00,12.6125,2.97289728,1284291.62496,17.1249524864
 01/19  21:00:00,12.8875,0.74322432,321072.90624,17.2149277114
 01/19  22:00:00,13.675,0.74322432,321072.90624,17.3148322826
 01/19  23:00:00,13.9,0.37161216,160536.45312,17.5314980861
 01/19  24:00:00,13.525,0.37161216,160536.45312,17.4438413655
 01/20  01:00:00,13.675,0,0,17.8245559761
 01/20  02:00:00,13.9,0,0,17.9736789312
 01/20  03:00:00,13.525,0,0,17.9408266603
 01/20  04:00:00,13.3,0,0,17.8813595152
 01/20  05:00:00,13.3,0,0,17.841143904
 01/20  06:00:00,13.3,0,0,17.805681113
 01/20  07:00:00,13.3,0.74322432,321072.90624,20.454191277
 01/20  08:00:00,12.9875,0.74322432,321072.90624,20.7855044084
 01/20  09:00:00,13.1125,3.7161216,1605364.5312,20.9113826619
 01/20  10:00:00,13.3,3.7161216,1605364.5312,20.9847889684
 01/20  11:00:00,13.675,3.7161216,1605364.5312,21.04459947
 01/20  12:00:00,13.2125,3.7161216,1605364.5312,21.0897376082
 01/20  13:00:00,13.1125,3.7161216,1605364.5312,21.1298747212
 01/20  14:00:00,12.6125,3.7161216,1605364.5312,21.1570800409
 01/20  15:00:00,12.2,0.74322432,321072.90624,21.152431306
 01/20  16:00:00,12.8875,0.74322432,321072.90624,21.1693107702
 01/20  17:00:00,13.3,0.74322432,321072.90624,21.1453922922
 01/20  18:00:00,12.9875,0,0,19.6859373098
 01/20  19:00:00,12.8,0,0,18.8995632694
 01/20  20:00:00,12.8,0,0,18.6264872395
 01/20  21:00:00,12.425,0,0,18.4025980681
 01/20  22:00:00,12.2,0,0,18.2085692591
 01/20  23:00:00,12.2,0,0,18.0670356884
 01/20  24:00:00,12.2,0,0,17.9476500558
 01/21  01:00:00,11.8875,0,0,17.8276365779
 01/21  02:00:00,11.7,0,0,17.7144828507
 01/21  03:00:00,11.7,0,0,17.6313283122
 01/21  04:00:00,11.325,0,0,17.5345049513
 01/21  05:00:00,11.1,0,0,17.4333136856
 01/21  06:00:00,10.7875,0,0,17.3396149884
 01/21  07:00:00,10.225,0,0,17.2144835717
 01/21  08:00:00,10,0,0,17.3240382718
 01/21  09:00:00,10.6875,0,0,18.2493835318
 01/21  10:00:00,11.7875,0,0,18.7224619653
 01/21  11:00:00,12.575,0,0,18.5281958436
 01/21  12:00:00,12.8,0,0,19.263994011
 01/21  13:00:00,13.1125,0,0,19.4158270363
 01/21  14:00:00,13.3,0,0,20.2051802442
 01/21  15:00:00,13.3,0,0,19.7729145776
 01/21  16:00:00,12.9875,0,0,19.260550741
 01/21  17:00:00,12.8,0,0,18.9984429337
 01/21  18:00:00,12.1125,0,0,18.7078517285
 01/21  19:00:00,11.325,0,0,18.4275974136
 01/21  20:00:00,11.1,0,0,18.1889613275
 01/21  21:00:00,10.7875,0,0,17.9654203484
 01/21  22:00:00,10.6,0,0,17.7529734105
 01/21  23:00:00,10.6,0,0,17.5797811308
 01/21  24:00:00,10.225,0,0,17.4082255691
 01/22  01:00:00,10.375,0,0,17.2865061044
 01/22  02:00:00,10.6,0,0,17.209234668
 01/22  03:00:00,10.6,0,0,17.1301699975
 01/22  04:00:00,10.6,0,0,17.0607437628
 01/22  05:00:00,10.225,0,0,16.9736682071
 01/22  06:00:00,10,0,0,20.1823073667
 01/22  07:00:00,10,0.74322432,321072.90624,20.5912761776
 01/22  08:00:00,10.375,1.48644864,642145.812480001,20.7503613032
 01/22  09:00:00,10.6,7.06063104,3050192.60928,20.9661463863
 01/22  10:00:00,10.9125,7.06063104,3050192.60928,21.1198491167
 01/22  11:00:00,11.7875,7.06063104,3050192.60928,21.1438007426
 01/22  12:00:00,13.2625,7.06063104,3050192.60928,21.1974961827
 01/22  13:00:00,13.9,3.7161216,1605364.5312,21.2676342997
 01/22  14:00:00,13.2125,7.06063104,3050192.60928,21.3330706456
 01/22  15:00:00,11.7375,7.06063104,3050192.60928,21.4054345275
 01/22  16:00:00,11.475,7.06063104,3050192.60928,21.3536625189
 01/22  17:00:00,11.7,7.06063104,3050192.60928,21.3307629301
 01/22  18:00:00,12.0125,5.20257024,2247510.34368,21.2848042186
 01/22  19:00:00,12.2,2.97289728,1284291.62496,21.238724701
 01/22  20:00:00,12.2,2.97289728,1284291.62496,17.0297075632
 01/22  21:00:00,12.575,0.74322432,321072.90624,17.0903153128
 01/22  22:00:00,13.1125,0.74322432,321072.90624,17.0843087967
 01/22  23:00:00,13.3,0.37161216,160536.45312,17.294308713
 01/22  24:00:00,13.3,0.37161216,160536.45312,17.254916646
 01/23  01:00:00,11.925,0,0,17.5701825086
 01/23  02:00:00,11.1,0,0,17.5640687908
 01/23  03:00:00,10.7875,0,0,17.4960098927
 01/23  04:00:00,10.225,0,0,17.3846612314
 01/23  05:00:00,10,0,0,17.2830298533
 01/23  06:00:00,9.3125,0,0,20.3174064908
 01/23  07:00:00,9.2125,0.74322432,321072.90624,20.6893305148
 01/23  08:00:00,9.0875,1.48644864,642145.812480001,20.8237872703
 01/23  09:00:00,9.2125,7.06063104,3050192.60928,20.9188641449
 01/23  10:00:00,9.4,7.06063104,3050192.60928,20.9833676908
 01/23  11:00:00,9.4,7.06063104,3050192.60928,21.0511410913
 01/23  12:00:00,9.775,7.06063104,3050192.60928,21.1084716866
 01/23  13:00:00,10.375,3.7161216,1605364.5312,21.2177991562
 01/23  14:00:00,10.6,7.06063104,3050192.60928,21.7130376817
 01/23  15:00:00,10.9125,7.06063104,3050192.60928,21.5355705078
 01/23  16:00:00,10.4125,7.06063104,3050192.60928,21.4071112529
 01/23  17:00:00,9.3125,7.06063104,3050192.60928,21.3571159409
 01/23  18:00:00,8.525,5.20257024,2247510.34368,21.2825764289
 01/23  19:00:00,8.3,2.97289728,1284291.62496,21.2169277456
 01/23  20:00:00,7.6125,2.97289728,1284291.62496,16.9448969234
 01/23  21:00:00,7.2,0.74322432,321072.90624,16.3702138435
 01/23  22:00:00,6.8875,0.74322432,321072.90624,16.1647883497
 01/23  23:00:00,6.7,0.37161216,160536.45312,16.017802273
 01/23  24:00:00,6.7,0.37161216,160536.45312,15.9068232121
 01/24  01:00:00,6.0125,0,0,16.265575111
 01/24  02:00:00,4.5375,0,0,16.1713948137
 01/24  03:00:00,3.525,0,0,15.9377250432
 01/24  04:00:00,2.9875,0,0,15.7325807734
 01/24  05:00:00,3.4875,0,0,15.6075617497
 01/24  06:00:00,2.8375,0,0,19.7778553154
 01/24  07:00:00,2.8875,0.74322432,321072.90624,20.3181965662
 01/24  08:00:00,3.675,1.48644864,642145.812480001,20.593428875
 01/24  09:00:00,5.275,7.06063104,3050192.60928,21.2066923644
 01/24  10:00:00,6.7875,7.06063104,3050192.60928,21.5877517993
 01/24  11:00:00,7.575,7.06063104,3050192.60928,21.8102701758
 01/24  12:00:00,7.8,7.06063104,3050192.60928,21.9076957562
 01/24  13:00:00,8.4875,3.7161216,1605364.5312,22.1417359387
 01/24  14:00:00,9.2125,7.06063104,3050192.60928,22.2822712368
 01/24  15:00:00,10.4625,7.06063104,3050192.60928,22.0327759236
 01/24  16:00:00,10.4125,7.06063104,3050192.60928,21.7081764575
 01/24  17:00:00,9.625,7.06063104,3050192.60928,21.5756989811
 01/24  18:00:00,8.7125,5.20257024,2247510.34368,21.4412644896
 01/24  19:00:00,8.3,2.97289728,1284291.62496,21.3306310817
 01/24  20:00:00,7.9875,2.97289728,1284291.62496,17.0250327028
 01/24  21:00:00,8.1125,0.74322432,321072.90624,16.4360176146
 01/24  22:00:00,8.3,0.74322432,321072.90624,16.22220826
 01/24  23:00:00,7.9875,0.37161216,160536.45312,16.0674373671
 01/24  24:00:00,7.8,0.37161216,160536.45312,15.9500419991
 01/25  01:00:00,8.4875,0,0,16.5229740967
 01/25  02:00:00,7.8375,0,0,16.6101074327
 01/25  03:00:00,7.2,0,0,16.4754065179
 01/25  04:00:00,7.2,0,0,16.3972221197
 01/25  05:00:00,7.2,0,0,16.3253157024
 01/25  06:00:00,7.8875,0,0,20.0015076419
 01/25  07:00:00,8.3,0.74322432,321072.90624,20.4803946403
 01/25  08:00:00,7.9875,1.48644864,642145.812480001,20.6584462432
 01/25  09:00:00,8.1125,7.06063104,3050192.60928,20.8705382085
 01/25  10:00:00,8.9875,7.06063104,3050192.60928,21.008418337
 01/25  11:00:00,9.4,7.06063104,3050192.60928,21.3355247781
 01/25  12:00:00,10.8375,7.06063104,3050192.60928,21.1905029364
 01/25  13:00:00,11.7,3.7161216,1605364.5312,21.3086695132
 01/25  14:00:00,11.7,7.06063104,3050192.60928,21.7230690182
 01/25  15:00:00,11.7,7.06063104,3050192.60928,21.4182675915
 01/25  16:00:00,11.325,7.06063104,3050192.60928,21.3997350277
 01/25  17:00:00,10.7875,7.06063104,3050192.60928,21.3469344572
 01/25  18:00:00,10.225,5.20257024,2247510.34368,21.2704032769
 01/25  19:00:00,10,2.97289728,1284291.62496,21.2058791958
 01/25  20:00:00,10,2.97289728,1284291.62496,16.9309383051
 01/25  21:00:00,10,0.74322432,321072.90624,16.4029599401
 01/25  22:00:00,9.625,0.74322432,321072.90624,16.192026958
 01/25  23:00:00,9.0875,0.37161216,160536.45312,16.0981178809
 01/25  24:00:00,9.2125,0.37161216,160536.45312,15.9632706166
 01/26  01:00:00,8.4,0,0,16.5028699067
 01/26  02:00:00,8.1125,0,0,16.6044544193
 01/26  03:00:00,8.3,0,0,16.6105183233
 01/26  04:00:00,8.3,0,0,16.5589539095
 01/26  05:00:00,8.3,0,0,16.497468377
 01/26  06:00:00,7.9875,0,0,20.0402027667
 01/26  07:00:00,7.425,0.74322432,321072.90624,20.4904280487
 01/26  08:00:00,7.2,1.48644864,642145.812480001,20.6308092972
 01/26  09:00:00,7.575,7.06063104,3050192.60928,20.7546815638
 01/26  10:00:00,8.1125,7.06063104,3050192.60928,20.8394800652
 01/26  11:00:00,7.9875,7.06063104,3050192.60928,20.950579175
 01/26  12:00:00,7.8,7.06063104,3050192.60928,21.0206696224
 01/26  13:00:00,8.4875,3.7161216,1605364.5312,21.2000748915
 01/26  14:00:00,8.9,7.06063104,3050192.60928,21.7092004781
 01/26  15:00:00,9.2125,7.06063104,3050192.60928,21.6258525908
 01/26  16:00:00,9.4,7.06063104,3050192.60928,21.3418036618
 01/26  17:00:00,9.4,7.06063104,3050192.60928,21.2731476508
 01/26  18:00:00,9.4,5.20257024,2247510.34368,21.1982340706
 01/26  19:00:00,9.0875,2.97289728,1284291.62496,21.1365063078
 01/26  20:00:00,8.525,2.97289728,1284291.62496,16.8712943852
 01/26  21:00:00,7.6125,0.74322432,321072.90624,16.3054193423
 01/26  22:00:00,7.2,0.74322432,321072.90624,16.1018622426
 01/26  23:00:00,6.8875,0.37161216,160536.45312,15.9554793679
 01/26  24:00:00,6.325,0.37161216,160536.45312,15.840578702
 01/27  01:00:00,5.7875,0,0,16.094464208
 01/27  02:00:00,5.6,0,0,16.040541895
 01/27  03:00:00,6.6,0,0,15.978821873
 01/27  04:00:00,5.1375,0,0,15.7921295272
 01/27  05:00:00,3.9,0,0,15.5288846226
 01/27  06:00:00,4.5875,0,0,15.4607722796
 01/27  07:00:00,4.625,0.74322432,321072.90624,19.6740287611
 01/27  08:00:00,4.4,0.74322432,321072.90624,20.3914313683
 01/27  09:00:00,6.525,3.7161216,1605364.5312,21.0178970346
 01/27  10:00:00,8.8,3.7161216,1605364.5312,21.4925116061
 01/27  11:00:00,10.4625,3.7161216,1605364.5312,21.7722600719
 01/27  12:00:00,11.1,3.7161216,1605364.5312,21.9562707696
 01/27  13:00:00,12.1625,3.7161216,1605364.5312,22.1293151923
 01/27  14:00:00,13.1125,3.7161216,1605364.5312,22.1281474111
 01/27  15:00:00,12.9875,0.74322432,321072.90624,21.8864606922
 01/27  16:00:00,12.425,0.74322432,321072.90624,21.5713988064
 01/27  17:00:00,11.5125,0.74322432,321072.90624,21.4381119655
 01/27  18:00:00,10.7875,0,0,19.9527375017
 01/27  19:00:00,9.85,0,0,19.0047998692
 01/27  20:00:00,9.0875,0,0,18.4952273579
 01/27  21:00:00,8.9,0,0,18.1045314981
 01/27  22:00:00,7.8375,0,0,17.715517826
 01/27  23:00:00,7.575,0,0,17.3707717193
 01/27  24:00:00,7.425,0,0,17.0951259157
 01/28  01:00:00,6.5125,0,0,16.7776156552
 01/28  02:00:00,5.7875,0,0,16.4742791726
 01/28  03:00:00,4.85,0,0,16.1857143699
 01/28  04:00:00,4.0875,0,0,15.9125676158
 01/28  05:00:00,3.9,0,0,15.7068100876
 01/28  06:00:00,3.525,0,0,15.5384328725
 01/28  07:00:00,5.7375,0,0,15.53061732
 01/28  08:00:00,6.8875,0,0,15.7787600492
 01/28  09:00:00,8.075,0,0,16.8037292132
 01/28  10:00:00,9.9625,0,0,17.9548686595
 01/28  11:00:00,10.9125,0,0,18.7581607105
 01/28  12:00:00,11.475,0,0,19.2789708666
 01/28  13:00:00,11.7,0,0,19.8983391835
 01/28  14:00:00,12.0125,0,0,20.6066777393
 01/28  15:00:00,12.2,0,0,20.2251902112
 01/28  16:00:00,11.8875,0,0,19.2186538413
 01/28  17:00:00,11.0125,0,0,18.6666350627
 01/28  18:00:00,10.225,0,0,18.2379002264
 01/28  19:00:00,9.625,0,0,17.8935034762
 01/28  20:00:00,9.0875,0,0,17.5841208627
 01/28  21:00:00,8.9,0,0,17.3208020931
 01/28  22:00:00,8.525,0,0,17.077705085
 01/28  23:00:00,7.9875,0,0,16.8318437031
 01/28  24:00:00,8.1125,0,0,16.6480632487
 01/29  01:00:00,7.6125,0,0,16.4652692883
 01/29  02:00:00,6.5125,0,0,16.2163794076
 01/29  03:00:00,5.7875,0,0,15.9875930746
 01/29  04:00:00,5.225,0,0,15.7833881631
 01/29  05:00:00,4.625,0,0,15.5897849361
 01/29  06:00:00,4.4,0,0,19.7366658003
 01/29  07:00:00,4.775,0.74322432,321072.90624,20.282449657
 01/29  08:00:00,5,1.48644864,642145.812480001,20.5741049836
 01/29  09:00:00,6.0625,7.06063104,3050192.60928,21.1865655931
 01/29  10:00:00,7.0125,7.06063104,3050192.60928,21.5911266481
 01/29  11:00:00,7.575,7.06063104,3050192.60928,21.7546879571
 01/29  12:00:00,8.4875,7.06063104,3050192.60928,21.8543229546
 01/29  13:00:00,9.5875,3.7161216,1605364.5312,21.9886479324
 01/29  14:00:00,10.375,7.06063104,3050192.60928,22.2644207321
 01/29  15:00:00,10.6,7.06063104,3050192.60928,22.0478127201
 01/29  16:00:00,10.9125,7.06063104,3050192.60928,21.6606034836
 01/29  17:00:00,10.7875,7.06063104,3050192.60928,21.5236814067
 01/29  18:00:00,10.6,5.20257024,2247510.34368,21.3880572888
 01/29  19:00:00,9.85,2.97289728,1284291.62496,21.2770442403
 01/29  20:00:00,9.775,2.97289728,1284291.62496,16.9674098271
 01/29  21:00:00,9.625,0.74322432,321072.90624,16.3957788217
 01/29  22:00:00,9.4,0.74322432,321072.90624,16.167228488
 01/29  23:00:00,9.0875,0.37161216,160536.45312,16.0338311751
 01/29  24:00:00,7.525,0.37161216,160536.45312,15.8942458063
 01/30  01:00:00,7.0125,0,0,16.2958883871
 01/30  02:00:00,6.8875,0,0,16.33845412
 01/30  03:00:00,6.0125,0,0,16.1651608566
 01/30  04:00:00,5.225,0,0,15.9578969676
 01/30  05:00:00,5.375,0,0,15.8230013215
 01/30  06:00:00,5.6,0,0,19.8285030647
 01/30  07:00:00,5.9125,0.74322432,321072.90624,20.3510371879
 01/30  08:00:00,6.475,1.48644864,642145.812480001,20.5225424241
 01/30  09:00:00,7.3875,7.06063104,3050192.60928,20.8975722388
 01/30  10:00:00,7.8,7.06063104,3050192.60928,21.2156543002
 01/30  11:00:00,7.8,7.06063104,3050192.60928,21.2785018753
 01/30  12:00:00,8.4875,7.06063104,3050192.60928,21.2985454486
 01/30  13:00:00,9.5875,3.7161216,1605364.5312,21.2649364116
 01/30  14:00:00,12.75,7.06063104,3050192.60928,21.3620556612
 01/30  15:00:00,14.0875,7.06063104,3050192.60928,21.3602946062
 01/30  16:00:00,13.525,7.06063104,3050192.60928,21.3487915876
 01/30  17:00:00,13.3,7.06063104,3050192.60928,21.3317634001
 01/30  18:00:00,12.3,5.20257024,2247510.34368,21.261891554
 01/30  19:00:00,11.7,2.97289728,1284291.62496,21.2036566424
 01/30  20:00:00,11.7,2.97289728,1284291.62496,16.9767265777
 01/30  21:00:00,11.7,0.74322432,321072.90624,16.7866930614
 01/30  22:00:00,11.325,0.74322432,321072.90624,16.4375334346
 01/30  23:00:00,11.1,0.37161216,160536.45312,16.5235702794
 01/30  24:00:00,9.725,0.37161216,160536.45312,16.1760046546
 01/31  01:00:00,8.9,0,0,16.6490751899
 01/31  02:00:00,9.2125,0,0,16.8242166456
 01/31  03:00:00,9.0875,0,0,16.8131028135
 01/31  04:00:00,8.9,0,0,16.7139095305
 01/31  05:00:00,8.9,0,0,16.6407325643
 01/31  06:00:00,9.2125,0,0,20.0887577991
 01/31  07:00:00,9.0875,0.74322432,321072.90624,20.5367132838
 01/31  08:00:00,9.2125,1.48644864,642145.812480001,20.7510875228
 01/31  09:00:00,10.15,7.06063104,3050192.60928,21.0223360589
 01/31  10:00:00,10.225,7.06063104,3050192.60928,20.9940795054
 01/31  11:00:00,10.6875,7.06063104,3050192.60928,21.0116638016
 01/31  12:00:00,10.7875,7.06063104,3050192.60928,21.1507603508
 01/31  13:00:00,11.2875,3.7161216,1605364.5312,21.46315721
 01/31  14:00:00,11.325,7.06063104,3050192.60928,21.6366714648
 01/31  15:00:00,11.1,7.06063104,3050192.60928,21.4887922696
 01/31  16:00:00,10.7875,7.06063104,3050192.60928,21.3521661187
 01/31  17:00:00,9.85,7.06063104,3050192.60928,21.3046944007
 01/31  18:00:00,9.0875,5.20257024,2247510.34368,21.2160338061
 01/31  19:00:00,8.9,2.97289728,1284291.62496,21.1498974321
 01/31  20:00:00,8.9,2.97289728,1284291.62496,16.8865182147
 01/31  21:00:00,8.525,0.74322432,321072.90624,16.3294008897
 01/31  22:00:00,8.175,0.74322432,321072.90624,16.1349215851
 01/31  23:00:00,8.0375,0.37161216,160536.45312,15.9972180486
 01/31  24:00:00,7.875,0.37161216,160536.45312,15.8940343687
 02/01  01:00:00,7.7375,0,0,16.3471114338
 02/01  02:00:00,7.575,0,0,16.4103034531
 02/01  03:00:00,7.4375,0,0,16.3133287362
 02/01  04:00:00,7.275,0,0,16.2006122077
 02/01  05:00:00,7.325,0,0,16.1000134393
 02/01  06:00:00,7.525,0,0,19.8954702361
 02/01  07:00:00,7.725,0.74322432,321072.90624,20.3925131098
 02/01  08:00:00,8.1125,1.48644864,642145.812480001,20.5888993714
 02/01  09:00:00,8.675,7.06063104,3050192.60928,20.9899028951
 02/01  10:00:00,9.2125,7.06063104,3050192.60928,21.4326145959
 02/01  11:00:00,10.2125,7.06063104,3050192.60928,21.6651462134
 02/01  12:00:00,11.5125,7.06063104,3050192.60928,21.835866
 02/01  13:00:00,12.8125,3.7161216,1605364.5312,21.9876328022
 02/01  14:00:00,13.425,7.06063104,3050192.60928,22.1356331537
 02/01  15:00:00,13.625,7.06063104,3050192.60928,21.9326791872
 02/01  16:00:00,13.825,7.06063104,3050192.60928,21.7183155961
 02/01  17:00:00,13.3375,7.06063104,3050192.60928,21.6181647481
 02/01  18:00:00,12.375,5.20257024,2247510.34368,21.4765772499
 02/01  19:00:00,11.4375,2.97289728,1284291.62496,21.3523773164
 02/01  20:00:00,10.975,2.97289728,1284291.62496,17.0572062876
 02/01  21:00:00,10.8375,0.74322432,321072.90624,16.7068003678
 02/01  22:00:00,10.675,0.74322432,321072.90624,16.3147921686
 02/01  23:00:00,9.9125,0.37161216,160536.45312,16.3120495996
 02/01  24:00:00,8.75,0.37161216,160536.45312,16.0000656893
 02/02  01:00:00,7.6125,0,0,16.4882208119
 02/02  02:00:00,6.8875,0,0,16.5062627343
 02/02  03:00:00,6.325,0,0,16.3530515176
 02/02  04:00:00,5.7875,0,0,16.177231625
 02/02  05:00:00,5.85,0,0,16.0378161656
 02/02  06:00:00,6.1875,0,0,19.896768738
 02/02  07:00:00,6.55,0.74322432,321072.90624,20.3922921205
 02/02  08:00:00,6.95,1.48644864,642145.812480001,20.6201610797
 02/02  09:00:00,7.2875,7.06063104,3050192.60928,20.9880602607
 02/02  10:00:00,7.65,7.06063104,3050192.60928,21.3437056432
 02/02  11:00:00,8.2375,7.06063104,3050192.60928,21.5955669634
 02/02  12:00:00,9,7.06063104,3050192.60928,21.70697659
 02/02  13:00:00,9.7375,3.7161216,1605364.5312,21.8095560522
 02/02  14:00:00,10.125,7.06063104,3050192.60928,21.8877124938
 02/02  15:00:00,10.325,7.06063104,3050192.60928,21.7071832174
 02/02  16:00:00,10.525,7.06063104,3050192.60928,21.5409213465
 02/02  17:00:00,10.35,7.06063104,3050192.60928,21.4664805901
 02/02  18:00:00,9.95,5.20257024,2247510.34368,21.3606051488
 02/02  19:00:00,9.55,2.97289728,1284291.62496,21.2659359842
 02/02  20:00:00,8.9625,2.97289728,1284291.62496,16.9668234458
 02/02  21:00:00,8.2,0.74322432,321072.90624,16.3873332544
 02/02  22:00:00,7.4625,0.74322432,321072.90624,16.1729863039
 02/02  23:00:00,7.325,0.37161216,160536.45312,16.0243218071
 02/02  24:00:00,7.525,0.37161216,160536.45312,15.9199071243
 02/03  01:00:00,7.725,0,0,16.4123791305
 02/03  02:00:00,7.55,0,0,16.5059171021
 02/03  03:00:00,7.2125,0,0,16.4218088018
 02/03  04:00:00,6.85,0,0,16.3173425758
 02/03  05:00:00,6.7,0,0,16.2174885844
 02/03  06:00:00,6.7,0,0,16.1344655844
 02/03  07:00:00,6.7,0.74322432,321072.90624,19.9234741425
 02/03  08:00:00,6.825,0.74322432,321072.90624,20.4908605877
 02/03  09:00:00,6.9625,3.7161216,1605364.5312,20.8496794112
 02/03  10:00:00,7.125,3.7161216,1605364.5312,21.2473854582
 02/03  11:00:00,8.0125,3.7161216,1605364.5312,21.5087199357
 02/03  12:00:00,9.3125,3.7161216,1605364.5312,21.6206085892
 02/03  13:00:00,10.6125,3.7161216,1605364.5312,21.6187543057
 02/03  14:00:00,11.5375,3.7161216,1605364.5312,21.8330323332
 02/03  15:00:00,12.3,0.74322432,321072.90624,21.6150616887
 02/03  16:00:00,13.0375,0.74322432,321072.90624,21.4597347168
 02/03  17:00:00,12.7375,0.74322432,321072.90624,21.3872563676
 02/03  18:00:00,11.8375,0,0,19.9791431016
 02/03  19:00:00,10.9375,0,0,19.08201318
 02/03  20:00:00,10.35,0,0,18.6309701937
 02/03  21:00:00,9.95,0,0,18.2609127703
 02/03  22:00:00,9.55,0,0,17.9311323393
 02/03  23:00:00,9.0875,0,0,17.6303671679
 02/03  24:00:00,8.525,0,0,17.346422802
 02/04  01:00:00,7.9875,0,0,17.0818315622
 02/04  02:00:00,7.675,0,0,16.8516951975
 02/04  03:00:00,7.475,0,0,16.6532533344
 02/04  04:00:00,7.275,0,0,16.4735432611
 02/04  05:00:00,6.8875,0,0,16.2948067346
 02/04  06:00:00,6.325,0,0,16.108741333
 02/04  07:00:00,5.7875,0,0,15.9270240628
 02/04  08:00:00,6.2875,0,0,16.0305154568
 02/04  09:00:00,7.3875,0,0,16.7926156593
 02/04  10:00:00,8.4875,0,0,17.4034456943
 02/04  11:00:00,9.8375,0,0,17.8431148716
 02/04  12:00:00,11.275,0,0,18.0506364855
 02/04  13:00:00,12.7375,0,0,18.3653612232
 02/04  14:00:00,13.8,0,0,18.6242427589
 02/04  15:00:00,14.5375,0,0,18.6283597611
 02/04  16:00:00,15.3,0,0,18.6543149564
 02/04  17:00:00,14.9125,0,0,18.5940723843
 02/04  18:00:00,13.75,0,0,18.3894663286
 02/04  19:00:00,12.6125,0,0,18.1573840902
 02/04  20:00:00,12.075,0,0,17.9446483456
 02/04  21:00:00,11.9375,0,0,17.7659508606
 02/04  22:00:00,11.775,0,0,17.5955862063
 02/04  23:00:00,10.8875,0,0,17.3804749794
 02/04  24:00:00,9.5875,0,0,17.1158587694
 02/05  01:00:00,8.2875,0,0,16.8529942489
 02/05  02:00:00,7.675,0,0,16.628280697
 02/05  03:00:00,7.475,0,0,16.4546510861
 02/05  04:00:00,7.275,0,0,16.2939601865
 02/05  05:00:00,7.075,0,0,16.1447376322
 02/05  06:00:00,6.9375,0,0,19.9070462822
 02/05  07:00:00,6.775,0.74322432,321072.90624,20.389409018
 02/05  08:00:00,7.5125,1.48644864,642145.812480001,20.6091299982
 02/05  09:00:00,8.8125,7.06063104,3050192.60928,21.0114779599
 02/05  10:00:00,10.1125,7.06063104,3050192.60928,21.239342176
 02/05  11:00:00,11.0375,7.06063104,3050192.60928,21.4549613346
 02/05  12:00:00,11.8,7.06063104,3050192.60928,21.5340686121
 02/05  13:00:00,12.5375,3.7161216,1605364.5312,21.529368721
