Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 06/04  16:00:00,15317549.0573414,0.0,4486520.09099268,990009.65232,0.0,5940057.91392,3900961.40009419,1.453846153846154E-005,1631088.55141949,0.0,1631088.55141949 
 06/04  17:00:00,16625283.8875474,0.0,5354414.30737744,990009.65232,0.0,5940057.91392,4340802.01391544,1.453846153846154E-005,1631075.08345537,0.0,1631075.08345537 
 06/04  18:00:00,15067417.6133509,0.0,4236388.64700216,990009.65232,0.0,5940057.91392,3900961.40009419,1.453846153846154E-005,72000.,0.0,72000. 
 06/04  19:00:00,18002832.8876587,0.0,4047681.7869261,990009.65232,2763600.,5940057.91392,4261483.53447807,1.453846153846154E-005,1631070.53870509,0.0,1631070.53870509 
 06/04  20:00:00,19552192.1764773,0.0,1878626.82326901,990009.65232,8290800.,5940057.91392,2452697.78695379,1.453846153846154E-005,72000.,0.0,72000. 
 06/04  21:00:00,18955629.1214651,0.0,1569776.79155028,990009.65232,8290800.,5940057.91392,2164984.76366024,1.453846153846154E-005,1631093.78770016,0.0,1631093.78770016 
 06/04  22:00:00,18018382.2178011,0.0,1065526.84061836,990009.65232,8290800.,5940057.91392,1731987.81092819,1.453846153846154E-005,1631081.5878904,0.0,1631081.5878904 
 06/04  23:00:00,18396635.2010688,0.0,1122007.89722282,990009.65232,8290800.,5940057.91392,2053759.73759148,1.453846153846154E-005,72000.,0.0,72000. 
 06/04  24:00:00,16811156.3528319,0.0,525651.132061702,990009.65232,8290800.,5940057.91392,1064637.65451562,1.453846153846154E-005,1631056.56463461,0.0,1631056.56463461 
 06/05  01:00:00,18129110.9450167,0.0,296583.37233856,990009.65232,8290800.,7920077.21856,631640.701783572,1.453846153846154E-005,1631102.32893784,0.0,1631102.32893784 
 06/05  02:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 06/05  03:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,1631082.80702884,0.0,1631082.80702884 
 06/05  04:00:00,17200886.8708945,0.0,0.0,990009.65232,8290800.,7920077.21856,0.0,1.453846153846154E-005,72000.,0.0,72000. 
 06/05  05:00:00,12663696.5232145,0.0,0.0,1980019.30464,2763600.,7920077.21856,0.0,1.453846153846154E-005,1631013.98402822,0.0,1631013.98402822 
 06/05  06:00:00,25586537.1225569,0.0,8466824.4264387,1980019.30464,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,1631096.5840598,0.0,1631096.5840598 
 06/05  07:00:00,28449911.5853958,0.0,7370160.27999759,5940057.91392,0.0,7920077.21856,7219616.17290362,1.453846153846154E-005,72000.,0.0,72000. 
 06/05  08:00:00,53545120.3296639,0.0,10685156.6732257,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631181.48945677,0.0,1631181.48945677 
 06/05  09:00:00,54334333.1633723,0.0,11474369.5069342,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631185.15067404,0.0,1631185.15067404 
 06/05  10:00:00,54557634.7243715,0.0,11697671.0679334,17820173.74176,0.0,17820173.74176,7219616.17290362,1.453846153846154E-005,1631222.22099799,0.0,1631222.22099799 
